0.10482,-0.039581,0.25432,-0.071582,-0.63067,0.47472,-0.3602,0.14464,0.82406,-1.0495,0.12859,1.0257,0.13154,0.31819,0.48453,0.81072,0.18726,0.86086,-0.81581,0.044916,-0.66664,-0.2554,0.70724,0.0051385,0.20688,-0.087319,0.55037,0.50119,-0.3869,-0.71273,0.63302,-0.44323,0.016185,-0.57599,-0.22294,0.50771,0.32066,-0.65938,-0.96005,0.11033,-0.41118,-0.02752,0.90085,-1.6585,-0.74547,0.363,0.80324,0.23671,-0.22013,-0.068053,0.43389,-0.24588,-0.80226,-0.49197,-0.16152,0.59482,1.042,0.22343,0.19418,-0.24254,0.1745,0.2482,0.215,-0.70577,0.48925,-0.45782,0.38538,-0.73982,0.004899,-0.41029,-0.027885,0.4086,0.045007,0.22369,-0.078798,0.14991,0.047526,-0.81707,0.5222,0.20625,0.31182,0.78686,1.1256,0.83464,0.56424,0.52215,0.46241,0.21966,0.86443,2.8269,0.39341,0.091398,0.78784,0.053974,0.04696,1.2722,0.16771,2.4913,0.019465,0.25418,-0.53899,-0.15799,-0.21442,-0.12802,-0.28267,-0.5623,-0.14259,-0.054583,-0.24042,-0.40848,-0.93618,-0.77892,-0.65461,-0.68222,-0.73549,-0.83307,-0.7739,-0.68666,-0.58166,-0.78965,0.022593,-0.19696,-0.19555,-0.12454,-0.18828,-0.32065,-0.48474,0.39453,-0.19666,-0.53482,-0.84039,-0.01508,-0.54647,-0.42264,-0.17966,0
0.1277,-0.029832,0.38586,-0.055273,-0.65512,0.41893,-0.39309,0.15881,0.7342,-1.1756,-0.097095,1.185,0.55989,0.57459,0.71286,0.55759,0.45545,0.9138,-1.1042,0.53194,-0.61217,-0.41416,1.0067,-0.35928,0.35224,-0.15424,0.27721,0.42505,0.21086,-0.69417,0.73396,-0.28995,0.84215,-0.70207,-0.43719,0.40761,-1.2445,-0.80849,-0.97305,-0.26569,-0.17797,-0.0061804,0.92332,-0.99882,-0.93356,0.418,-0.016435,0.093372,-0.35049,-0.90671,0.051603,-0.23307,-1.1605,-0.094583,-0.34569,-0.26325,0.89308,-0.33374,0.16796,-0.25508,0.11784,1.1345,0.5018,0.052665,-0.18509,-0.50873,0.59825,-0.80867,0.10772,-0.41572,0.14873,0.55587,0.21135,0.35979,-0.0056396,-0.044926,0.18972,0.61662,1.346,0.52479,-1.5583,1.4751,0.64129,0.94773,0.35734,-0.30406,1.4689,-0.011149,1.2566,1.7979,1.0176,1.1814,1.1115,0.19336,0.37068,1.631,0.33013,3.4746,0.30204,1.5427,-0.23469,-0.17515,-0.22251,-0.20316,-0.29179,-0.60286,-0.37362,-0.054176,-0.25539,-0.2397,-0.99469,-0.71847,-0.88185,-0.81559,-0.72557,-0.88742,-0.91402,-0.82856,-0.33433,-0.78324,-0.86213,-0.27555,-0.56744,0.064698,-0.65016,-0.21797,-0.51063,0.06972,0.023714,-0.0067255,-0.71031,-0.12409,-0.36324,0.062198,-0.24585,0
0.12242,0.2276,0.78043,-0.28739,-1.0354,0.55201,-0.41794,0.22723,1.0819,-1.2309,-0.34401,0.62052,0.49682,1.0221,0.42411,1.1906,0.10674,1.5711,-0.75631,-0.46345,0.42569,-0.22911,1.0334,-0.24234,-0.19736,0.55335,0.12432,1.5211,0.28685,-0.72728,1.3017,-0.67848,1.31,-1.2843,-0.65143,0.45027,0.089679,-1.0214,-1.0069,-0.78886,-0.46565,-0.88112,0.71138,-1.6611,-0.84416,0.55706,-0.25217,0.44552,-1.1564,1.0753,-0.57588,0.29833,-0.26063,-0.46541,-0.24824,-1.0065,0.029371,-0.26438,-0.87737,-0.1012,0.57806,0.39015,0.065943,-1.298,0.93244,-0.43344,0.8918,-0.47496,0.056311,1.1353,0.61381,0.6743,0.21974,0.31299,-0.078798,1.1577,-0.05644,0.33183,1.484,0.74838,1.1931,0.81358,0.091321,0.15214,1.9117,0.6231,0.16809,-0.90371,2.7283,0.5217,-0.055601,0.70593,1.4514,1.8956,1.0833,0.65672,0.27657,1.1864,-0.07435,2.4357,0.087448,-0.19739,-0.44031,-0.28944,-0.31966,-0.527,-0.35596,-0.056273,-0.28607,-0.44225,-1.0343,-0.78435,-1.2667,-1.0343,-0.93025,-0.9529,-0.67361,-0.92074,-0.97233,-0.63826,0.70049,0.28647,-0.64323,-0.010996,-0.69081,-0.38081,-0.25516,-0.85477,0.036856,-0.32966,-0.92416,0.025442,-0.63545,0.41318,-0.57968,0
0.37985,0.61803,0.97409,-0.089632,-1.0767,1.4634,-0.4922,0.56935,1.3118,-1.5428,0.42698,0.019613,0.34634,0.73516,-0.46346,0.28124,0.23384,1.0249,-0.54872,0.084243,0.20128,-0.21403,0.41033,-0.46828,-0.09229,0.14014,-0.074865,1.0679,0.011633,-0.52336,1.375,-0.56968,1.0852,-1.4997,-0.65968,0.56499,0.16934,-0.96697,-1.0765,-0.44397,-0.52728,-0.57169,1.2688,-1.8249,-0.7693,-0.40581,0.038565,-0.8725,-1.2429,-0.94237,-1.002,-0.57841,-0.71624,-0.70734,-0.51832,-1.3094,-0.55416,-0.22363,-0.98291,-0.736,0.11012,-0.03695,-1.0515,-0.5108,0.36179,-1.0745,0.33014,-0.8705,0.15914,1.8915,1.2143,0.81135,0.42438,1.0811,0.067518,1.244,0.075804,0.39512,0.56791,1.2466,1.6157,0.7921,0.87566,1.0032,0.97037,-0.029274,-0.29496,0.38567,2.0526,2.3563,2.411,1.0714,0.73901,3.3755,2.1555,4.2728,1.4951,4.6676,0.21335,7.9732,-0.30326,-0.17292,-0.37121,-0.3236,-0.3175,-0.64456,-0.13533,-0.056465,-0.26316,-0.45153,-0.99733,-1.1203,-1.0515,-1.1365,-1.1154,-1.1093,-0.93747,-1.0425,-1.1292,-0.8987,-0.70576,-0.78073,-0.64428,-0.25508,-0.89942,-0.38537,-0.52953,-0.75779,-0.20273,-0.51204,-0.79875,-0.070498,-0.69955,-0.14936,-0.52578,0
0.34277,0.47073,0.84344,-0.068137,-1.0396,1.2225,-0.49161,0.52451,1.2021,-1.5695,0.46822,0.24493,0.1031,0.43046,-0.44007,0.78811,0.56536,0.80304,-0.57037,-0.1629,-0.23576,-0.037254,0.66633,-0.17374,0.36948,-0.17917,-0.25291,0.53654,0.11009,-0.69182,1.08,-0.4695,0.81637,-1.3985,-0.22294,0.70934,-0.19281,-0.77892,-1.1661,0.17292,-0.57833,0.10052,1.3032,-1.9657,-0.22127,-0.94413,-0.53293,-0.024474,0.29156,0.87572,0.59784,-0.57305,-0.86278,-0.3382,-0.54191,0.48687,-0.39929,-0.42767,-0.56991,-0.97767,-0.12033,-0.22221,-0.51611,-1.5202,0.041176,-0.89264,1.0314,-1.02,0.004899,0.93676,0.1464,0.90163,0.18474,1.1362,0.067518,1.2562,-0.31956,0.59147,1.3868,-0.16398,0.38291,0.34523,-0.31459,0.27204,0.62215,0.53857,0.49098,0.29985,1.8927,6.2568,1.2572,1.1911,0.88808,0.78143,2.1623,0.76344,0.60891,3.3781,0.21737,3.3466,-0.536,-0.16949,-0.12215,-0.27042,-0.31163,-0.602,-0.15716,-0.056556,-0.22946,-0.44141,-0.96677,-0.73522,-1.0665,-0.66245,-0.93938,-1.027,-0.75887,-1.0181,-1.1593,-0.89613,-0.75379,-0.84952,-0.31274,-0.22766,-0.75086,-0.31661,-0.6116,-0.70905,-0.26237,-0.45551,-0.89054,-0.041391,-0.61747,0.16403,-0.47269,0
0.056335,0.023556,0.68404,-0.15521,-0.59195,0.44327,-0.21847,0.17609,0.45691,-0.90398,0.19219,0.43114,-0.01415,0.40133,-0.58075,0.69717,0.30861,0.055518,-1.6677,-1.3732,-1.3045,-0.20601,1.1031,0.81376,0.21332,-0.053664,-0.13083,0.13244,-0.43749,-0.72542,1.2598,-0.45525,0.20965,-0.90658,-0.50311,0.47164,0.66772,0.64795,2.7931,-0.071556,-0.41893,-0.35829,0.81613,0.48096,-0.62077,-0.56344,-0.27274,-0.52693,-1.1395,-0.25304,-0.61137,-0.70112,-2.0249,-1.5832,-1.676,0.03501,-0.42268,0.13434,-0.46197,-0.5579,0.21689,-0.22,-1.0736,-0.94784,0.79755,1.7808,0.86739,1.9488,-0.25216,-0.41887,0.85588,0.0061952,0.078977,-0.19711,-0.22511,-2.0036,0.13325,0.51832,0.69088,0.77547,1.1033,0.68352,0.52146,1.2212,0.5556,-0.016298,-0.49476,-1.4457,-0.54282,-0.66082,-0.83786,-0.19646,-0.29273,-0.69574,-0.28015,-0.38337,-0.38574,-0.47455,0.0466,-0.51834,-0.45902,-0.16127,0.16538,-0.23767,-0.26125,-0.094711,-0.14126,-0.051875,-0.22553,0.59272,0.70741,-0.64879,-0.73918,-0.87986,-0.94906,-0.93198,0.54785,-0.80684,-0.79325,-1.2864,-0.87095,0.67276,-0.38753,-0.13112,0.23128,-0.30507,-0.5026,-0.47374,-0.2563,-0.57953,-0.91649,0.29406,-0.33091,0.010292,-0.052069,0
-0.35378,-0.72396,-2.3251,0.033379,0.81392,-0.42803,0.77887,-0.46741,-0.55424,0.20486,1.4473,2.0628,1.2299,0.9544,1.1392,-0.082048,-0.39502,-0.76011,0.2131,0.092235,-0.38294,-1.0211,-0.88145,0.26618,-0.56963,-1.1271,1.6896,-0.72588,-0.85183,-1.184,-0.91063,0.60246,-0.95325,1.5063,0.46925,-0.70258,-0.29117,0.11143,0.51923,1.1287,0.34659,0.10052,-0.98586,0.052759,1.3051,0.58031,-0.38406,0.37532,-0.29333,-0.51825,-0.78712,-1.6854,-0.92856,0.38887,-0.82973,-1.7837,-1.3142,0.87092,-0.71432,-1.732,1.0635,-0.98528,-0.87959,-0.81705,-1.0994,1.7317,-1.4188,1.8858,-0.25216,-0.41881,-1.6131,-0.32664,0.043337,-0.19103,-0.22511,-1.1997,0.54948,1.2879,1.4437,1.4012,1.4568,1.4694,-0.15878,0.4527,-0.13081,0.83612,1.1428,0.47221,-0.55096,-0.52561,-0.52409,-0.18158,-0.36794,-0.39608,-0.27744,-0.46721,-0.3639,-0.57793,-0.16251,-0.5465,-0.6743,-0.086169,-0.73355,0.70521,-0.092319,-0.40977,0.14518,-0.012411,-0.1279,0.071254,-0.39162,-0.85543,-0.98451,-1.1996,-0.86612,-0.99253,-0.8684,-0.80657,-1.1762,-1.2289,-0.5113,-0.9552,-0.7598,-0.36066,0.97783,-0.38952,-0.71187,1.9337,-0.37071,-0.60116,-0.9113,-0.47651,0.78392,-0.56872,0.11362,0
-0.39741,-0.33198,-1.8291,-0.18419,0.38716,-0.73538,0.37742,-0.53397,0.22202,0.43475,1.0063,2.1656,1.1166,0.81849,1.0436,-0.48174,-0.035145,-0.49987,2.3607,1.5747,-0.43593,-0.98806,-0.89754,-0.69384,0.78446,-1.1242,2.2554,-0.78968,-0.79096,-0.72557,-0.89305,0.2542,-0.76729,1.1118,-0.074613,-0.59862,-3.183,-0.077708,-0.26287,-0.55199,-0.32505,0.26057,-0.72801,-0.19336,0.67123,1.7299,0.98826,0.19556,0.34535,-1.2605,-0.60982,-1.232,0.87137,-0.60871,-0.065805,-1.6713,-1.0696,-0.46717,0.10903,-1.7445,0.96008,-1.0816,-0.89288,-1.1111,-1.4001,-0.026125,-1.0728,-0.15797,-0.097925,0.76597,-0.4718,-0.1575,0.64016,-0.17977,-0.078798,0.64422,1.2004,1.2177,1.9513,1.6427,0.60422,1.0911,0.26322,0.67933,0.45184,1.0171,0.77162,-0.48846,-0.64785,-0.43069,-0.11288,-0.14633,-0.24089,1.429,-0.18718,-0.42948,-0.27405,-0.63352,0.31721,-0.56328,1.7509,-0.17861,-0.7752,0.10138,-0.16013,-0.48875,-0.62816,-0.044829,-0.27834,-0.42032,-0.9814,-0.47341,-0.72963,-1.076,-0.6828,-0.91163,-1.1502,-0.69907,-0.84523,-0.43937,-0.78049,0.33249,-0.76296,-0.35924,-0.74339,0.094662,-0.71425,0.58291,-0.37438,-0.60981,-0.83553,-0.48043,-0.19663,-0.54667,-0.48315,0
-0.38998,-0.30144,-1.6951,-0.19755,0.30174,-0.67735,0.39533,-0.50878,0.28459,0.4329,1.0325,1.7352,0.93373,0.67261,1.0728,-0.41571,0.048828,-0.16387,2.0724,1.5814,-0.088458,-0.96363,-0.82515,-0.72177,0.22174,-0.95771,2.1765,-0.72088,-0.70041,-0.71017,-0.84234,0.27839,-0.74769,1.0352,-0.11581,-0.62451,-3.9598,0.12884,-0.38618,-0.73117,-0.17167,0.16454,-0.6084,-0.43889,0.45213,0.58432,0.098669,-0.5179,-0.19906,-0.91808,-0.87181,-0.56317,1.1016,0.98698,-0.45996,-1.7497,-0.31105,-0.5896,0.21121,-1.4758,1.0714,-0.86702,-0.52303,-1.3161,-1.2345,-0.045018,-0.77971,-0.062299,-0.097925,0.63697,0.22663,-0.03811,0.65123,-0.15346,-0.078798,0.68527,1.2588,0.7984,1.6716,0.98987,1.2926,0.99798,0.20027,0.79052,0.36249,1.3096,0.3355,0.29648,-0.27646,-0.52083,-0.3879,-0.0011048,-0.12029,1.7724,-0.075198,-0.40547,-0.1121,-0.41757,0.33621,-0.46739,1.9952,-0.17995,-0.76702,0.039035,-0.14404,-0.40332,-0.61122,-0.044206,-0.25647,-0.41656,-0.96663,-0.57488,-0.83308,-0.93464,-0.83724,-0.84259,-0.78672,-0.71154,-0.81834,-0.39219,-0.85957,-0.2275,-0.76286,-0.34339,-0.7744,-0.1153,-0.68538,0.57193,-0.36778,-0.58414,-0.84869,-0.47512,-0.23606,-0.53025,-0.45258,0
-0.35795,-0.22653,-1.4253,-0.26727,0.084771,-0.60672,0.13735,-0.45821,0.47023,0.33305,0.80487,1.197,0.77741,0.3836,0.71127,0.13091,0.26176,-0.29006,2.0023,1.7032,0.25933,-0.76642,-0.6182,-0.67566,0.34872,-0.85919,1.9706,-0.60104,-0.48397,-0.47136,-0.82016,0.11287,-0.80967,0.69414,0.048992,-0.56478,-1.4968,-0.00072043,-0.43003,-0.45539,-0.29191,0.26057,-0.53861,-0.74221,-0.062054,0.42261,-0.34505,0.010032,-0.50861,-0.44391,-0.92739,-0.59576,0.50574,0.4197,-0.12975,-1.4439,-0.54798,-0.79668,0.13557,-1.5196,0.56322,-0.58812,-0.96147,-0.6902,-1.2079,-0.28054,-1.3012,-0.48352,-0.097925,0.61379,0.52212,0.25235,0.97124,-0.069287,-0.078798,0.9375,1.2777,0.96998,1.0232,1.6605,0.79671,1.301,0.52838,0.65815,0.65494,0.72355,1.48,0.22524,-0.035511,0.1149,-0.26027,0.023476,-0.043059,1.3119,-0.050088,-0.25417,0.0022618,0.37776,0.88686,-0.34513,1.4777,-0.1892,-0.75582,0.028585,-0.22387,-0.51654,-0.63374,-0.049814,-0.27408,-0.43837,-1.0554,-0.94643,-0.75572,-1.282,-1.0016,-1.1793,-1.0466,-0.91782,-0.82604,-1.0253,-0.90926,-0.19493,-0.73691,-0.32008,-0.79929,-0.11415,-0.69341,0.17399,-0.35052,-0.55271,-0.73917,-0.47743,-0.37763,-0.55547,-0.53383,0
-0.45685,-0.26811,-1.7093,-0.46374,-0.18885,-0.73342,0.31535,-0.53775,0.45612,0.24986,0.96249,1.334,0.24848,0.86012,0.67149,1.1358,0.059528,-0.3137,1.0531,0.193,0.66467,-0.68013,-0.81546,-0.41739,-0.44391,-0.66408,2.0558,-0.59413,-0.71653,-0.99266,-0.87166,0.23333,-0.9502,0.91185,-0.7256,-0.48696,-2.2432,-0.88406,-0.76916,-0.94302,-0.30689,-1.0092,-0.5091,-1.0887,-0.51103,0.31164,-1.4881,-0.82543,1.0533,0.83532,0.1167,-1.1617,-0.27102,-0.23515,-0.59691,-1.1399,-1.3203,-0.025777,-0.88463,-0.99237,0.8317,-0.65328,-1.2649,-1.2125,-1.4581,-0.29889,-1.5255,-0.26869,-0.097925,0.67359,0.079816,0.22487,0.25733,-0.034174,-0.078798,0.81978,1.2913,1.7336,2.0506,1.1706,1.0865,1.3269,1.0033,0.14076,0.57773,0.37332,0.72072,1.1459,0.369,-0.093286,-0.0033083,0.1949,0.055327,1.9748,0.22612,-0.15888,-0.041315,0.41452,0.21983,-0.39548,1.7218,-0.21166,-0.75846,0.024262,-0.28587,-0.43016,-0.71729,-0.04816,-0.30751,-0.4388,-1.1236,-1.4042,-1.0938,-1.2783,-1.2849,-0.92742,-0.61831,-0.60368,-1.108,-1.0398,-0.61984,-0.46937,-0.69875,-0.36137,-0.65525,-0.40036,-0.65587,0.49398,-0.35426,-0.61212,-0.98644,-0.47932,-0.28276,-0.57269,-0.50406,0
-0.75563,-0.77822,-0.76134,-0.8635,-0.34016,-1.1093,0.77436,-0.74979,-2.3373,0.42882,1.2122,1.8088,1.3,1.1536,1.4322,1.2935,1.0025,0.98654,1.5782,1.1274,1.0749,-1.1376,-0.99699,-1.3303,-0.72483,-1.2643,3.5981,-0.68925,-1.041,-1.4713,-1.0406,0.555,-1.0461,3.3597,-0.93161,-0.60313,0.73713,-0.98923,-0.96185,-1.452,0.11543,-1.2973,-0.53423,0.87398,0.087032,1.6016,-1.0683,-0.99196,-0.34931,-0.32695,-1.1402,-1.1355,0.18942,1.0016,1.0836,-1.472,-1.3935,-1.0771,-0.77264,-1.5574,1.2469,-0.58855,-1.6681,-1.7216,-1.4705,1.8288,-1.3403,2.0056,-0.25216,-0.41882,0.79928,-1.1148,-2.2822,-0.2243,-0.22511,-2.3477,0.31817,1.7814,2.2056,2.0487,0.44896,2.1155,1.618,0.79451,1.005,-0.9549,2.1302,1.8419,-0.71057,-0.6987,-0.90134,-0.24821,-0.43872,-0.70726,-0.36227,-0.52667,-0.40084,-0.72955,-0.21436,-0.71072,1.7815,-0.20616,-0.70423,0.046872,-0.18734,0.41979,-0.72224,-0.0047053,-0.30444,3.8094,1.1356,-1.2445,-0.88622,-1.6315,-1.4713,-1.8562,-1.589,-1.2139,-1.7026,-2.0205,-2.3501,-2.327,-0.75928,-0.3636,-0.93709,-0.39708,-0.71764,4.4236,-0.34506,-0.63615,-1.0352,-0.48229,3.5424,-0.57025,1.4177,0
-0.58026,-1.1274,-14.405,5.1401,3.0386,9.214,20.536,8.8006,-2.3721,-2.5067,0.58466,-0.61929,0.013876,-0.32077,0.045793,-0.13962,0.39039,-0.13087,0.18886,-0.26013,-0.14523,-0.91899,-0.33562,-1.4439,-0.27046,-0.9297,-1.6488,-0.025842,-0.75995,-1.3623,-0.51173,0.60456,-0.52702,-1.1113,-0.34654,-1.2691,0.71569,1.7025,1.4626,2.4828,6.9215,2.64,-1.6151,-1.8345,0.52202,0.39405,-0.63379,-0.95665,-1.3901,-0.33947,-1.0317,-0.86153,-1.7299,-1.8426,-1.7293,-2.279,-1.3592,-3.5189,-1.2311,-2.0653,-3.9856,-1.0276,-1.8971,-2.8293,-1.4332,1.8288,-1.5321,2.0056,-0.25216,-0.41876,-3.0112,-1.1148,-2.2822,-0.19506,-0.22511,-2.3477,-0.35323,1.4449,0.85819,0.98202,1.0443,1.7505,1.7792,1.8704,2.0442,2.6938,1.0261,1.8249,-0.71057,-0.6987,-0.90134,-0.24821,-0.43872,-0.70726,-0.36227,-0.52667,-0.40084,-0.72955,0.030879,-0.71072,-1.4524,-0.093729,-0.873,19.452,4.3851,7.8057,12.407,30.332,6.8163,4.4489,-0.47401,-1.0952,-1.4278,-1.7145,-1.6918,-1.8119,-1.8919,-1.6637,-1.9173,-2.2489,-2.5999,-2.8889,-0.7742,-0.35508,-1.2015,-0.40429,-0.71803,-1.5262,-0.36123,-0.63747,-1.0925,-0.47489,4.8272,-0.56374,7.8471,0
-0.55236,-1.0174,-0.31788,-0.06749,0.85117,-0.8519,0.12642,-0.68238,-1.4119,1.3222,0.72605,-1.2489,-0.42849,-0.46343,-0.39788,1.4252,1.2993,1.3263,0.38878,0.90563,2.2947,-0.62675,-0.98264,-1.2468,-0.83341,5.6381,0.64934,-0.83324,-1.045,-0.83163,-1.03,0.74314,-1.0182,1.3039,0.43629,-0.64684,0.99118,1.3594,1.5107,-1.3654,-0.087023,-1.3826,-1.7482,0.9954,0.38048,-1.3425,-0.19568,-0.54284,0.97902,1.3687,1.6725,0.94723,-0.059646,-0.34498,-0.31673,-0.83149,-1.1603,-0.040734,0.931,1.8792,-0.022849,-0.94676,-1.5392,1.2548,-1.274,1.698,-1.5317,1.8478,-0.25216,-0.41888,-1.2658,-0.46251,-0.51774,-0.20607,-0.22511,-2.077,0.35049,0.18062,-2.2275,-0.84989,-0.76626,-1.1381,1.4922,0.3302,0.33961,0.63922,1.4067,0.67428,-0.43099,-0.63043,-0.16538,-0.19355,-0.29484,-0.4988,-0.28219,-0.46188,-0.19573,-0.62387,-0.36098,-0.51774,1.8912,-0.17501,-0.86817,0.041773,0.64247,1.0237,-0.44214,-0.042456,-0.32209,1.4666,0.20037,-0.23438,1.5881,0.44652,-0.082271,-0.27423,-0.076424,-0.44794,-0.36994,-0.49649,-0.70645,-1.2684,-0.57823,-0.36324,-1.0326,-0.36991,8.5844,1.1856,-0.37264,-0.63684,-0.59701,-0.4835,1.0039,-0.57275,0.2381,3
-0.6339,-0.82753,-1.6658,-0.41432,0.56471,-1.0318,0.95752,-0.68177,-0.5356,1.5931,1.3396,0.0037579,0.63283,0.32935,0.082343,0.056727,0.41159,0.80785,1.7022,0.53175,1.0053,-0.62722,-0.96651,-0.53508,-0.87217,0.45154,1.5392,-0.88617,-0.8677,-0.72193,-0.93117,0.66292,-1.0308,0.98005,-0.78328,-0.55877,-0.27666,-0.64845,-0.17741,-1.351,0.44535,-1.0412,-1.4312,0.76152,0.97012,-0.52925,-0.65618,-0.90315,1.09,0.12219,0.40229,0.3659,0.32589,-0.47021,0.30509,0.6959,-1.2072,0.65867,-1.1891,0.3789,0.72423,-1.0928,-0.71061,0.95066,-0.92727,0.1428,-1.3707,-0.036074,-0.14934,-0.38999,-1.2294,-0.27595,-0.04502,-0.19513,-0.15196,0.26094,1.551,1.0439,-0.05683,1.2321,0.43281,-0.46936,0.39992,1.1379,0.093602,0.93594,0.5412,0.87627,-0.61043,-0.59102,-0.47761,-0.21878,-0.37577,-0.095788,-0.30994,-0.4373,-0.20992,-0.60733,-0.116,-0.59565,2.2569,-0.21247,-0.74102,0.31756,-0.22547,-0.20831,-0.75134,-0.0094772,-0.31965,-0.37872,-0.67702,-0.54783,-0.84747,-1.2381,-1.2952,-0.62492,-0.56989,-0.89941,-0.34928,0.04018,-1.0203,-0.73083,-0.48926,-0.36333,-0.27435,-0.41353,0.26975,0.34807,-0.37591,-0.58587,-0.38786,-0.47212,-0.053615,-0.57229,-0.50809,3
-0.39388,-0.72167,-0.6589,-0.35879,0.13491,-0.62969,0.32271,-0.45938,-0.11267,0.81035,0.60074,-0.32642,0.7381,0.48167,0.11137,0.43351,0.076144,-0.79575,0.050237,0.1227,1.6664,-0.49875,-0.33357,-0.54393,-0.40236,2.5148,0.7459,-0.54308,-0.45857,-0.84556,-0.55077,0.30982,-0.73104,0.071064,-0.64319,-0.11202,-0.24004,-0.84031,-0.14929,-0.22815,-0.16088,-0.64638,-0.43709,0.39995,0.74207,0.30997,0.54326,0.43702,-0.32781,0.029262,-0.098087,-0.57846,-0.5269,-1.0387,0.34156,-0.64885,-0.24794,0.17928,-0.64389,0.95641,-0.09918,-0.56663,-0.018088,-0.027589,-0.45179,-0.13106,-0.82941,-0.33859,-0.14934,-0.28913,-0.87131,-0.15968,-0.11902,-0.14544,-0.15196,0.59191,-0.41752,0.017931,0.43735,1.2006,0.89253,-0.5733,0.62997,0.66421,-0.17502,-1.11,0.57853,1.4035,-0.43302,-0.34056,-0.55884,-0.22259,-0.08326,1.1117,-0.26658,-0.3887,-0.30774,-0.67441,0.15731,-0.36191,-0.1475,-0.18804,-0.64439,0.17799,-0.2488,-0.18493,-0.41687,-0.038166,-0.26541,-0.35929,0.68095,1.3455,-0.263,-0.92146,-0.59808,-0.73335,-0.48768,-0.62158,-0.85842,-0.70681,-1.0329,-1.0122,-0.5677,-0.22875,-0.61801,-0.34603,1.1952,-0.17563,-0.33748,-0.36667,-0.79998,-0.40453,-0.10379,-0.52703,-0.14567,3
